Position FEN;Position description;Algorithm;Strategy;Depth;Duration [ms]
rnbqkbnr/ppp2ppp/8/3pp3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4;Simple tactical position;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;6;PT3.37653855S
rnbqkbnr/ppp2ppp/8/3pp3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4;Simple tactical position;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;7;PT11.40606505S

r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware material evaluation;1;PT0.0003077S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware material evaluation;2;PT0.01026075S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware material evaluation;3;PT0.37056665S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware material evaluation;4;PT12.20641795S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware material evaluation;5;PT7M26.92031705S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square evaluation;1;PT0.00028725S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square evaluation;2;PT0.00978415S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square evaluation;3;PT0.3487714S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square evaluation;4;PT11.52747385S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square evaluation;5;PT7M0.6359375S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square material evaluation;1;PT0.000408S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square material evaluation;2;PT0.0137568S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square material evaluation;3;PT0.49891385S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square material evaluation;4;PT16.44784375S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequential;Mate aware piece square material evaluation;5;PT10M0.89660305S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware material evaluation;1;PT0.00040915S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware material evaluation;2;PT0.01111885S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware material evaluation;3;PT0.3787413S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware material evaluation;4;PT9.6668728S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware material evaluation;5;PT4M5.1940179S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square evaluation;1;PT0.000309S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square evaluation;2;PT0.0102084S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square evaluation;3;PT0.35469835S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square evaluation;4;PT9.27503645S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square evaluation;5;PT3M56.41926145S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;1;PT0.00053605S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;2;PT0.01522775S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;3;PT0.4823161S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;4;PT12.3108067S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxSequentialWithCache;Mate aware piece square material evaluation;5;PT4M58.585874S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware material evaluation;1;PT0.00120505S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware material evaluation;2;PT0.00470025S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware material evaluation;3;PT0.0624873S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware material evaluation;4;PT1.7661282S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware material evaluation;5;PT1M4.03803325S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square evaluation;1;PT0.00029505S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square evaluation;2;PT0.00163765S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square evaluation;3;PT0.0486601S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square evaluation;4;PT1.55907285S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square evaluation;5;PT56.8053452S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square material evaluation;1;PT0.0004928S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square material evaluation;2;PT0.00320825S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square material evaluation;3;PT0.07501005S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square material evaluation;4;PT2.3819787S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallel;Mate aware piece square material evaluation;5;PT1M26.62930405S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware material evaluation;1;PT0.0003839S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware material evaluation;2;PT0.0019674S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware material evaluation;3;PT0.053289S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware material evaluation;4;PT1.39260985S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware material evaluation;5;PT38.36151465S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square evaluation;1;PT0.0003238S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square evaluation;2;PT0.0017967S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square evaluation;3;PT0.04854405S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square evaluation;4;PT1.2827267S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square evaluation;5;PT36.390931S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square material evaluation;1;PT0.0005501S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square material evaluation;2;PT0.0027355S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square material evaluation;3;PT0.07062325S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square material evaluation;4;PT1.7917793S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxParallelWithCache;Mate aware piece square material evaluation;5;PT46.73854125S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware material evaluation;1;PT0.0003047S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware material evaluation;2;PT0.0007956S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware material evaluation;3;PT0.0153599S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware material evaluation;4;PT0.0405929S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware material evaluation;5;PT0.5197672S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware material evaluation;6;PT1.5766847S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware material evaluation;7;PT20.15346925S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;1;PT0.0002855S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;2;PT0.00164955S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;3;PT0.0265657S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;4;PT0.1004234S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;5;PT1.2486558S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;6;PT4.2772988S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;7;PT1M4.84033585S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;1;PT0.00040955S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;2;PT0.00106215S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;3;PT0.02237135S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;4;PT0.0755109S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;5;PT1.019416S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;6;PT4.87775045S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;7;PT57.1694712S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;1;PT0.00045155S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;2;PT0.00110235S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;3;PT0.017097S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;4;PT0.04100165S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;5;PT0.364149S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;6;PT1.1395626S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware material evaluation;7;PT10.5896427S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;1;PT0.0003172S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;2;PT0.00180755S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;3;PT0.0277866S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;4;PT0.10209085S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;5;PT0.99332075S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;6;PT3.4533867S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square evaluation;7;PT40.22326275S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;1;PT0.00047815S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;2;PT0.00122235S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;3;PT0.02291605S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;4;PT0.0741923S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;5;PT0.7686775S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;6;PT3.95760815S
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4;Fork opportunity;MiniMaxAlphaBetaSequentialWithCache;Mate aware piece square material evaluation;7;PT38.2339918S

r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware material evaluation;1;PT0.0003204S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware material evaluation;2;PT0.0114573S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware material evaluation;3;PT0.42561835S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware material evaluation;4;PT15.03255425S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware material evaluation;5;PT9M22.08427305S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square evaluation;1;PT0.0002867S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square evaluation;2;PT0.01057425S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square evaluation;3;PT0.38969235S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square evaluation;4;PT13.99809275S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square evaluation;5;PT8M43.06775405S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square material evaluation;1;PT0.00041675S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square material evaluation;2;PT0.0152395S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square material evaluation;3;PT0.56133435S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square material evaluation;4;PT20.0396417S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequential;Mate aware piece square material evaluation;5;PT12M30.25547235S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware material evaluation;1;PT0.0024586S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware material evaluation;2;PT0.0126601S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware material evaluation;3;PT0.42305415S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware material evaluation;4;PT11.17657805S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware material evaluation;5;PT4M40.75231465S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware piece square evaluation;1;PT0.0003083S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware piece square evaluation;2;PT0.01125505S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware piece square evaluation;3;PT0.39705195S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware piece square evaluation;4;PT10.5759109S
r2q1rk1/ppp2ppp/2npbn2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 8;Midgame tactical cluster;MiniMaxSequentialWithCache;Mate aware piece square evaluation;5;PT4M27.70006065S
