Position FEN;Position description;Algorithm;Strategy;Depth;Duration [ms]
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple material evaluation;2;PT0.01765965S
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple material evaluation;3;PT0.81537725S
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple material evaluation;4;PT31.54687265S
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple material evaluation;5;PT23M17.8279772S
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple piece square evaluation;1;PT0.0004029S
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple piece square evaluation;2;PT0.0162656S
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple piece square evaluation;3;PT0.76174105S
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple piece square evaluation;4;PT29.26375085S
r3k2r/pNp1ppbp/2nq2pn/7P/2B3b1/3P1N2/PPP2PP1/R1BQK2R b KQkq - 0 11;Mid game - fork - short;MiniMaxSequential;Simple piece square evaluation;5;PT21M46.80023805S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware material evaluation;1;PT0.000355S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware material evaluation;2;PT0.01008755S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware material evaluation;3;PT0.40754085S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware material evaluation;4;PT11.19874075S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware material evaluation;5;PT7M12.6116308S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware material evaluation;1;PT0.0003604S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware material evaluation;2;PT0.00107035S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware material evaluation;3;PT0.02510865S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware material evaluation;4;PT0.11595445S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware material evaluation;5;PT1.50874955S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware material evaluation;6;PT11.4461355S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware material evaluation;7;PT2M19.849232S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware material evaluation;1;PT0.00047005S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware material evaluation;2;PT0.0018588S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware material evaluation;3;PT0.0626451S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware material evaluation;4;PT2.04961055S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware material evaluation;5;PT1M21.50146895S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Piece square material evaluation;1;PT0.00048935S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Piece square material evaluation;2;PT0.00241625S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Piece square material evaluation;3;PT0.08333135S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Piece square material evaluation;4;PT2.6402112S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Piece square material evaluation;5;PT1M43.8833279S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple material evaluation;1;PT0.0004718S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple material evaluation;2;PT0.0018723S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple material evaluation;3;PT0.0623775S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple material evaluation;4;PT2.03643555S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple material evaluation;5;PT1M21.72513225S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square evaluation;1;PT0.00048395S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square evaluation;2;PT0.00174735S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square evaluation;3;PT0.05626045S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square evaluation;4;PT1.90389035S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square evaluation;5;PT1M15.9249477S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square evaluation;1;PT0.0003324S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square evaluation;2;PT0.0092585S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square evaluation;3;PT0.3760944S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square evaluation;4;PT10.4689208S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square evaluation;5;PT6M46.41091725S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;1;PT0.00033535S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;2;PT0.00442125S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;3;PT0.0186546S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;4;PT0.518017S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;5;PT3.5028553S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;6;PT1M0.682558S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square evaluation;7;PT8M10.25050035S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple piece square evaluation;1;PT0.0004866S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple piece square evaluation;2;PT0.00168375S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple piece square evaluation;3;PT0.056458S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple piece square evaluation;4;PT1.8972345S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Simple piece square evaluation;5;PT1M15.65860385S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square material evaluation;1;PT0.00048575S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square material evaluation;2;PT0.0134249S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square material evaluation;3;PT0.5500849S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square material evaluation;4;PT15.08307645S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Mate aware piece square material evaluation;5;PT9M43.91548505S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple material evaluation;1;PT0.00061105S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple material evaluation;2;PT0.0015093S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple material evaluation;3;PT0.02555145S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple material evaluation;4;PT0.11712055S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple material evaluation;5;PT1.2134235S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple material evaluation;6;PT5.85754425S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple material evaluation;7;PT37.3977155S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple piece square evaluation;1;PT0.000334S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple piece square evaluation;2;PT0.00442215S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple piece square evaluation;3;PT0.05129505S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple piece square evaluation;4;PT0.6647218S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple piece square evaluation;5;PT8.2841463S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple piece square evaluation;6;PT44.6461315S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Simple piece square evaluation;7;PT5M36.0885471S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Piece square material evaluation;1;PT0.00047825S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Piece square material evaluation;2;PT0.0025468S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Piece square material evaluation;3;PT0.0625248S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Piece square material evaluation;4;PT0.33911935S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Piece square material evaluation;5;PT4.48757255S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Piece square material evaluation;6;PT28.0110368S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Piece square material evaluation;7;PT3M11.1648554S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square material evaluation;1;PT0.0004954S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square material evaluation;2;PT0.0023993S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square material evaluation;3;PT0.08315195S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square material evaluation;4;PT2.61603985S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxParallel;Mate aware piece square material evaluation;5;PT1M43.9386058S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Piece square material evaluation;1;PT0.00047815S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Piece square material evaluation;2;PT0.0133633S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Piece square material evaluation;3;PT0.54463705S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Piece square material evaluation;4;PT15.06680395S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Piece square material evaluation;5;PT9M40.9274817S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;1;PT0.00048135S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;2;PT0.00254835S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;3;PT0.0626667S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;4;PT0.33881155S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;5;PT7.24102565S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;6;PT40.9274253S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxAlphaBetaSequential;Mate aware piece square material evaluation;7;PT7M10.48931585S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple material evaluation;1;PT0.0003707S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple material evaluation;2;PT0.0102631S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple material evaluation;3;PT0.40899775S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple material evaluation;4;PT11.23475455S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple material evaluation;5;PT7M8.8520054S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple piece square evaluation;1;PT0.0003346S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple piece square evaluation;2;PT0.0093682S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple piece square evaluation;3;PT0.38045045S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple piece square evaluation;4;PT10.448928S
rn1q1r1k/pbpp1p1p/1p2p3/4P3/3P2Qp/P2B4/1PP2PPP/R4RK1 w - - 0 17;Mid game - en passant - long;MiniMaxSequential;Simple piece square evaluation;5;PT6M42.96056525S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxSequential;Mate aware material evaluation;1;PT0.0002407S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxSequential;Mate aware material evaluation;2;PT0.00897935S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxSequential;Mate aware material evaluation;3;PT0.28770855S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxSequential;Mate aware material evaluation;4;PT10.40221565S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxSequential;Mate aware material evaluation;5;PT5M35.60951165S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;1;PT0.0002404S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;2;PT0.00111705S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;3;PT0.012974S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;4;PT0.06589955S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;5;PT0.51284715S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;6;PT3.91590435S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxAlphaBetaSequential;Mate aware material evaluation;7;PT29.4193879S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxParallel;Mate aware material evaluation;1;PT0.0003199S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxParallel;Mate aware material evaluation;2;PT0.0016085S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxParallel;Mate aware material evaluation;3;PT0.04429275S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxParallel;Mate aware material evaluation;4;PT1.91290505S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxParallel;Mate aware material evaluation;5;PT1M5.2761545S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxParallel;Piece square material evaluation;1;PT0.0003371S
r5k1/7p/1p1Qp1p1/p1np1r2/1q3P1P/1P6/2P3P1/RB3RK1 w - - 3 26;Mid game - discovery - short;MiniMaxParallel;Piece square material evaluation;2;PT0.0021044S
